 130, -   61 -   47 - -469 
 131, -   73 -   47 - -251 
 132, -   68 -   76 -   13 
 133, -   19 -   23 -  254 
 134, -   47 -    9 - -185 
 135, -   72 -   17 - -440 
 136, -   83 -   88 - -232 
 137, -   65 -   46 -  -57 
 138, -   34 -   30 -  252 
 139, -   37 -   90 -  121 
 140, -   16 -   15 - -178 
 141, -   49 -   60 -   95 
 142, -   80 -   75 - -354 
 143, -   52 -   33 -  117 
 144, -   66 -   51 - -458 
 145, -    5 -   60 -  159 
 146, -   90 -   37 - -374 
 147, -   28 -   95 -    4 
 148, -   17 -   10 -  170 
 149, -   87 -   92 -  165 
 150, -   33 -   24 -  297 
 151, -   93 -   47 -  218 
 152, -   49 -   96 - -362 
 153, -   13 -   91 -  474 
 154, -   73 -   39 -  280 
 155, -   92 -   68 -  334 
 156, -   28 -   78 -   85 
 157, -   50 -   21 - -244 
 158, -   98 -   55 - -420 
 159, -   51 -   87 - -409 
 160, -   50 -  100 -  462 
 161, -   40 -   12 - -371 
 162, -   24 -   85 -  -37 
 163, -   38 -   38 -   60 
 164, -   89 -   40 - -285 
 165, -   46 -   97 - -117 
 166, -   12 -   79 -  245 
 167, -   57 -   66 - -431 
 168, -   57 -   78 - -103 
 169, -   96 -   31 - -371 
 170, -   12 -   13 -  -28 
 171, -   78 -   16 - -298 
 172, -   51 -   19 -  369 
 173, -   35 -   64 - -162 
 174, -   13 -   14 - -328 
 175, -   32 -   61 -  247 
 176, -   77 -   19 - -417 
 177, -   12 -   37 -  180 
 178, -    3 -   63 -  174 
 179, -   11 -   50 - -392 
 180, -    9 -   76 -  -91 
 181, -   31 -   96 -   94 
 182, -   44 -   49 - -426 
 183, -   49 -   62 -  160 
 184, -   96 -   28 -  421 
 185, -   21 -   98 -   37 
 186, -   95 -   10 -   -8 
 187, -   81 -   48 - -312 
 188, -   96 -   81 - -208 
 189, -   15 -    2 - -500 
 190, -   52 -   84 -   83 
 191, -   16 -   74 - -339 
 192, -    6 -   55 - -407 
 193, -   15 -   17 - -196 
 194, -   69 -   13 - -482 
 195, -   83 -   33 - -178 
 196, -   14 -   76 -   39 
 197, -    2 -   46 -  375 
 198, -   49 -   80 -  254 
 199, -   14 -   47 -  486 
 200, -   67 -   87 -  -97 
 201, -    4 -   28 - -338 
 202, -   75 -   34 -  202 
 203, -   11 -    8 -  -26 
 204, -   72 -   36 - -361 
 205, -   55 -   95 - -316 
 206, -   31 -   54 -  477 
 207, -   77 -   40 - -223 
 208, -    0 -   89 -  421 
 209, -   20 -   34 - -117 
 210, -   63 -   53 -  350 
 211, -   92 -    2 -  456 
 212, -   78 -   49 -  472 
 213, -   22 -   44 -  373 
 214, -    9 -   65 -  264 
 215, -   58 -   34 -   56 
 216, -   32 -   83 - -500 
 217, -   33 -    0 -  315 
 218, -   12 -   24 -  180 
 219, -   62 -   67 - -213 
 220, -    6 -   18 -  152 
 221, -   40 -   36 -  -79 
 222, -   91 -   91 - -495 
 223, -   46 -   66 -  166 
 224, -    1 -   28 - -149 
 225, -   54 -   13 -  357 
 226, -   49 -   96 - -476 
 227, -   87 -   72 - -349 
 228, -   16 -   62 -  -63 
 229, -   95 -   70 -  204 
 230, -   70 -   52 - -455 
 231, -   87 -   86 -   58 
 232, -   83 -   83 -  143 
 233, -   95 -   95 -   47 
 234, -   52 -   42 -  274 
 235, -   46 -   23 -  240 
 236, -   56 -   29 -  458 
 237, -   71 -   49 - -186 
 238, -   88 -   95 -  387 
 239, -   19 -   15 -  274 
 240, -   49 -   70 - -457 
 241, -   21 -    2 - -197 
 242, -   94 -   78 - -478 
 243, -   63 -   58 -  172 
 244, -   40 -   13 -  428 
 245, -   76 -   41 -  163 
 246, -   30 -    4 - -499 
 247, -   10 -   86 -  226 
 248, -   67 -   95 -  194 
 249, -   32 -   69 - -108 
 250, -   95 -   96 - -464 
 251, -   63 -   87 -    9 
 252, -   39 -   26 -  224 
 253, -   94 -   61 -  484 
 254, -   13 -   37 -  380 
 255, -   51 -   11 - -253 
 256, -   49 -   24 -  333 
 257, -   60 -    1 -  322 
 258, -   18 -   72 - -490 
 259, -   27 -   33 - -387 
 260, -   36 -   31 - -245 
 261, -   70 -   20 - -239 
 262, -   95 -   83 -  210 
 263, -   93 -   44 -   51 
 264, -   80 -    8 -  135 
 265, -   30 -   44 - -337 
 266, -   43 -   89 - -190 
 267, -   33 -    6 -  185 
 268, -   39 -    5 -  442 
 269, -   68 -   47 -  392 
 270, -   59 -    0 -  461 
 271, -   86 -   27 - -346 
 272, -   85 -   52 - -122 
 273, -    6 -   47 -  282 
 274, -   92 -   51 - -189 
 275, -   28 -   79 -   53 
 276, -   79 -    5 - -437 
 277, -   33 -   88 -  466 
 278, -   24 -   85 -   17 
 279, -   59 -   77 -  349 
 280, -   35 -   65 - -462 
 281, -   94 -   36 -   12 
 282, -   29 -   83 - -102 
 283, -   14 -   67 -  -17 
 284, -   74 -   29 -  444 
 285, -    3 -   55 - -270 
 286, -   66 -   68 - -173 
 287, -   98 -   51 -  -57 
 288, -   63 -    8 - -461 
 289, -   12 -   45 -  246 
 290, -   89 -    9 -  -46 
 291, -   34 -   60 -  142 
 292, -   39 -   18 - -319 
 293, -   68 -   45 -  458 
 294, -   31 -    0 - -367 
 295, -   67 -   63 -  403 
 296, -   32 -   24 - -419 
 297, -   76 -   30 -  213 
 298, -   46 -    1 -  171 
 299, -  100 -   29 - -244 
 300, -   40 -   18 -  -68 
 301, -   75 -   27 -  487 
 302, -   74 -   66 - -214 
 303, -   91 -   40 - -220 
 304, -   83 -   65 -  430 
 305, -   12 -   16 - -283 
 306, -   71 -   94 -  378 
 307, -   87 -   79 -   23 
 308, -   80 -   28 -  277 
 309, -   59 -   43 - -174 
 310, -    1 -   85 - -337 
 311, -   43 -   14 -  171 
 312, -    1 -   24 - -464 
 313, -   17 -   88 -  461 
 314, -   46 -   67 -  -97 
 315, -   49 -   71 - -229 
 316, -   14 -   30 -  319 
 317, -   50 -   90 - -171 
 318, -   95 -   56 -  234 
 319, -    9 -   29 -  425 
 320, -    1 -   68 - -498 
 321, -    8 -   65 -  223 
 322, -   75 -   93 -  364 
 323, -   65 -   31 -  248 
 324, -  100 -   31 -  263 
 325, -   18 -   43 -    7 
 326, -   26 -    2 -  306 
 327, -   90 -   18 -  -33 
 328, -   47 -   14 -  -38 
 329, -   99 -   91 -  328 
 330, -   21 -   67 -  -47 
 331, -   37 -   20 -  261 
 332, -   68 -   42 - -420 
 333, -   44 -   49 -  -24 
 334, -   30 -    4 -   97 
 335, -   17 -   34 -  158 
 336, -    2 -   73 -  320 
 337, -   13 -   13 - -312 
 338, -   92 -    4 - -169 
 339, -   66 -   90 -  -32 
 340, -   47 -   14 - -479 
 341, -   25 -   17 -  -41 
 342, -   84 -    7 - -431 
 343, -   46 -   98 -   28 
 344, -   88 -   71 - -211 
 345, -   16 -    8 -  414 
 346, -   21 -   89 - -165 
 347, -   28 -   84 -  149 
 348, -   80 -   10 - -452 
 349, -   42 -   17 - -139 
 350, -   51 -   10 - -426 
 351, -   37 -   28 -  148 
 352, -   88 -   24 - -346 
 353, -   55 -   54 -  474 
 354, -    0 -   24 -  -92 
 355, -    6 -   26 -  425 
 356, -   72 -   29 -  102 
 357, -   80 -   74 -  423 
 358, -   74 -   95 -  248 
 359, -   65 -   15 -  257 
 360, -   14 -   59 -   68 
 361, -   44 -   45 -  371 
 362, -   62 -   91 -  277 
 363, -   22 -   20 - -379 
 364, -   54 -   52 - -461 
 365, -   69 -   74 -  355 
 366, -   70 -    6 -  481 
 367, -   22 -    1 -  465 
 368, -  100 -   85 - -300 
 369, -   23 -   43 - -242 
 370, -   35 -   63 - -376 
 371, -   99 -   56 - -187 
 372, -   43 -   33 -  197 
 373, -   39 -   45 -  500 
 374, -   37 -   65 - -202 
 375, -   64 -   54 -  -96 
 376, -   77 -   54 - -119 
 377, -   13 -   92 -  262 
 378, -   38 -   53 -  485 
 379, -   37 -   10 -   88 
 380, -    8 -   59 -  185 
 381, -   68 -   27 -  228 
 382, -   50 -   80 -   53 
 383, -   92 -    9 -  452 
 384, -   51 -    2 -   60 
 385, -   27 -   43 - -344 
 386, -   33 -   68 - -182 
 387, -   38 -   74 -   75 
 388, -   11 -   21 -  -38 
 389, -   88 -   46 - -224 
 390, -   44 -   77 -  232 
 391, -   96 -   36 -   49 
 392, -   92 -   78 -  126 
 393, -   58 -   97 - -157 
 394, -   95 -   56 -  351 
 395, -   82 -   56 -  -15 
 396, -    2 -   88 -   49 
 397, -   25 -   86 - -472 
 398, -   58 -   77 -  182 
 399, -   92 -   20 - -113 
 400, -   58 -   84 -   57 
 401, -   59 -   41 -   44 
 402, -   68 -   73 -   32 
 403, -   58 -   45 - -333 
 404, -   51 -   33 - -190 
 405, -   90 -   16 - -242 
 406, -    5 -   28 - -350 
 407, -    0 -   70 - -226 
 408, -   57 -    2 - -152 
 409, -   56 -   26 -  -31 
 410, -   93 -   64 -  -78 
 411, -   46 -   63 -  241 
 412, -   12 -   14 -  147 
 413, -   55 -   32 - -118 
 414, -   85 -   86 - -196 
 415, -   31 -   89 -  -12 
 416, -   69 -   80 -  286 
 417, -   25 -   72 -   29 
 418, -   65 -   24 -  207 
 419, -   24 -   30 -  467 
 420, -   74 -   16 - -416 
 421, -   29 -   89 - -295 
 422, -   68 -   20 -  279 
 423, -   17 -   64 -  419 
 424, -   38 -   37 - -202 
 425, -   38 -   72 - -207 
 426, -    3 -    1 -  261 
 427, -   30 -   17 -  421 
 428, -   74 -   20 -  -56 
 429, -    8 -   14 - -362 
 430, -   15 -   10 -  256 
 431, -   66 -   49 - -479 
 432, -   34 -   25 -  340 
 433, -   26 -   17 - -148 
 434, -   47 -   26 -  -53 
 435, -   56 -   37 - -341 
 436, -   27 -   62 -  300 
 437, -   55 -   93 -   19 
 438, -   13 -   67 - -280 
 439, -   57 -   22 -  347 
 440, -   61 -   19 - -188 
 441, -   28 -   32 - -406 
 442, -   99 -    2 - -222 
 443, -    8 -   46 - -297 
 444, -   96 -   47 -  117 
 445, -    1 -   59 -  412 
 446, -   70 -   95 -  244 
 447, -   32 -   96 -  100 
 448, -   57 -   35 - -360 
 449, -   88 -   11 -   73 
 450, -   14 -   21 - -467 
 451, -   32 -   88 -  213 
 452, -   65 -   73 - -469 
 453, -   93 -   20 -  326 
 454, -   17 -   82 -  379 
 455, -   33 -   39 -  370 
 456, -   72 -    0 -  274 
 457, -   52 -   68 -  112 
 458, -   69 -   85 - -462 
 459, -   55 -   21 -  -78 
 460, -   28 -   12 -  408 
 461, -   65 -   73 - -194 
 462, -   57 -   92 -  418 
 463, -   43 -   56 -  439 
 464, -   47 -   95 - -151 
 465, -   54 -   90 -  454 
 466, -   34 -   93 - -127 
 467, -   44 -   37 -  -89 
 468, -   49 -   92 - -185 
 469, -   22 -   19 - -333 
 470, -   69 -   84 -    8 
 471, -   10 -   40 - -469 
 472, -   66 -   90 -  -82 
 473, -   65 -   32 - -388 
 474, -   10 -   49 -  385 
 475, -    6 -   75 -   36 
 476, -   38 -   38 -  207 
 477, -   60 -   57 - -396 
 478, -   39 -   39 -   99 
 479, -   86 -   27 -   32 
 480, -   62 -   68 -   -9 
 481, -   52 -   55 -    9 
 482, -   89 -   15 - -409 
 483, -   74 -   77 -  468 
 484, -   53 -   18 -  165 
 485, -   75 -   64 -  163 
 486, -   20 -   50 -  387 
 487, -   88 -   78 -  365 
 488, -   20 -   98 -  225 
 489, -   96 -    8 - -396 
 490, -    7 -   78 -  175 
 491, -   78 -   74 - -282 
 492, -   26 -   73 - -424 
 493, -   47 -   92 -  234 
 494, -   83 -   16 -  100 
 495, -   47 -   15 -  234 
 496, -   80 -   19 -  250 
 497, -   14 -   59 -  -19 
 498, -   41 -   92 -  246 
 499, -   59 -   75 -  112 
 500, -   25 -   41 -  355 
 501, -   17 -   16 -  314 
 502, -   15 -    7 -  -98 
 503, -   24 -   67 -  216 
 504, -   83 -   70 -  222 
 505, -   38 -   38 -  198 
 506, -   55 -   87 -  315 
 507, -   65 -    4 - -345 
 508, -   69 -   62 -  434 
 509, -   50 -    2 -  240 
 510, -   32 -    3 -  350 
 511, -   33 -   20 -  257 
 512, -   55 -   13 - -147 
 513, -   24 -   97 -  -87 
 514, -   28 -   60 -   28 
 515, -   57 -   98 - -119 
 516, -   63 -   32 - -357 
 517, -   55 -   95 - -369 
 518, -   59 -   29 -  -34 
 519, -   27 -   88 -  216 
 520, -   74 -   30 -  443 
 521, -   23 -   38 -  -59 
 522, -   49 -   74 -  299 
 523, -   33 -   51 - -326 
 524, -   29 -   66 - -316 
 525, -   50 -   45 - -363 
 526, -   75 -   73 -  164 
 527, -   49 -   81 -  140 
 528, -   98 -   75 -  214 
 529, -   41 -   12 -  235 
 530, -   88 -   40 -   62 
 531, -   66 -   45 - -160 
 532, -   11 -   72 -  272 
 533, -   30 -   26 - -300 
 534, -   90 -   47 -    1 
 535, -   35 -   42 -  117 
 536, -   77 -   30 -  180 
 537, -   81 -    7 - -246 
 538, -   25 -   39 - -464 
 539, -   31 -   86 - -427 
 540, -   95 -   58 - -483 
 541, -   73 -   84 - -259 
 542, -   38 -   12 -  221 
 543, -   72 -   28 - -417 
 544, -   12 -   81 - -448 
 545, -   87 -   94 -  449 
 546, -   20 -   71 -  448 
 547, -    5 -   58 -  401 
 548, -   10 -   21 -  -58 
 549, -   91 -   44 - -145 
 550, -   47 -   15 - -393 
 551, -   51 -   24 - -123 
 552, -   32 -   83 - -355 
 553, -   37 -   45 -  -48 
 554, -   64 -   35 - -118 
 555, -   63 -    2 - -207 
 556, -   57 -   71 -  288 
 557, -   15 -   69 -  256 
 558, -   68 -   59 -  474 
 559, -   76 -   96 -   71 
 560, -   41 -   31 -  -42 
 561, -   87 -   96 -  340 
 562, -   90 -   23 - -276 
 563, -   48 -  100 - -170 
 564, -   75 -   61 -  257 
 565, -   94 -   78 -  128 
 566, -   38 -   27 -  236 
 567, -   42 -   89 -  492 
 568, -   83 -   46 -  356 
 569, -   95 -    5 - -462 
 570, -   91 -   72 -  437 
 571, -   64 -   87 - -342 
 572, -   63 -   60 - -296 
 573, -  100 -   59 - -296 
 574, -   55 -   54 -  403 
 575, -   77 -   18 - -139 
 576, -   11 -   99 -  310 
 577, -   35 -    5 -   86 
 578, -   19 -   49 -   26 
 579, -   36 -   29 - -175 
 580, -   38 -   26 - -114 
 581, -   74 -   49 -  -58 
 582, -   27 -   84 - -246 
 583, -   28 -   65 -  428 
 584, -   51 -   15 - -330 
 585, -   26 -   57 -  137 
 586, -   14 -   52 - -197 
 587, -   40 -   34 -   29 
 588, -   92 -   74 -  -99 
 589, -   15 -    1 -  381 
 590, -   30 -   94 -  399 
 591, -   99 -   83 -  324 
 592, -   65 -   51 -  304 
 593, -   34 -   99 - -225 
 594, -   31 -   71 -   -6 
 595, -   29 -   63 -  -79 
 596, -   30 -   15 - -209 
 597, -   16 -   50 -  474 
 598, -   41 -   40 -  357 
 599, -   17 -   55 -  422 
 600, -   41 -   83 -  -63 
 601, -   17 -   17 -   43 
 602, -    3 -   99 -  321 
 603, -    9 -  100 -  312 
 604, -   51 -   11 -  168 
 605, -   66 -   24 - -258 
 606, -   41 -   73 -   -8 
 607, -   29 -   65 - -120 
 608, -   81 -   31 - -249 
 609, -   94 -   76 - -302 
 610, -   26 -   71 - -458 
 611, -   21 -   74 -   30 
 612, -    3 -   63 - -338 
 613, -   21 -   16 -  -56 
 614, -   93 -   84 -  210 
 615, -   69 -   38 -   35 
 616, -   90 -   77 -  314 
 617, -   56 -    8 -  445 
 618, -   22 -    7 - -165 
 619, -   71 -   98 -  178 
 620, -   31 -   94 -   39 
 621, -   67 -   48 - -335 
 622, -    8 -   57 -  487 
 623, -   98 -   24 -  -25 
 624, -   48 -   61 -  119 
 625, -   89 -    9 - -409 
 626, -   93 -   79 -  165 
 627, -   66 -   72 - -459 
 628, -   25 -   10 - -100 
 629, -   17 -   34 - -390 
 630, -   52 -   63 - -323 
 631, -   65 -   73 -  500 
 632, -   84 -   33 -  259 
 633, -   40 -   13 -  105 
 634, -   15 -   63 -  273 
 635, -    2 -   56 - -305 
 636, -   76 -   40 -  127 
 637, -   15 -   86 -  125 
 638, -   84 -   14 - -299 
 639, -   67 -   74 -  423 
 640, -   90 -   97 - -165 
 641, -    1 -   72 - -443 
 642, -   59 -    5 -  237 
 643, -   96 -    6 -  450 
 644, -   90 -   77 -  244 
 645, -   29 -   22 - -127 
 646, -   18 -   56 - -283 
 647, -   78 -   48 -  433 
 648, -   69 -   70 -  -85 
 649, -   52 -   62 - -349 
 650, -   51 -   99 - -275 
 651, -   98 -   56 - -159 
 652, -   33 -   35 - -417 
 653, -   63 -   63 - -314 
 654, -   64 -   24 -  -37 
 655, -   24 -   38 -   79 
 656, -   95 -   53 -  112 
 657, -   91 -   81 -  203 
 658, -   54 -   79 -  324 
 659, -    7 -   26 - -321 
 660, -   17 -   56 -   55 
 661, -   35 -   93 - -483 
 662, -   34 -   69 -  397 
 663, -   69 -   46 - -198 
 664, -   39 -   91 -  181 
 665, -   53 -   68 - -409 
 666, -   61 -   42 -  -62 
 667, -   47 -   85 - -151 
 668, -   97 -   19 - -393 
 669, -   13 -   51 -  113 
 670, -   42 -   56 -  490 
 671, -   91 -   95 - -305 
 672, -   58 -   13 - -318 
 673, -   38 -   77 -  208 
 674, -   13 -   32 - -129 
 675, -   70 -   88 -  200 
 676, -   25 -   80 -  282 
 677, -    8 -   31 -  326 
 678, -   69 -   54 - -408 
 679, -   76 -   70 -  150 
 680, -   42 -   91 -  206 
 681, -   75 -   84 - -308 
 682, -   55 -   99 - -404 
 683, -   88 -    5 - -475 
 684, -   95 -   33 - -467 
 685, -   93 -   15 -  250 
 686, -   99 -    4 -  322 
 687, -   28 -    2 -  172 
 688, -   60 -   64 - -450 
 689, -   65 -   89 - -363 
 690, -   39 -   67 - -318 
 691, -   70 -   74 -  424 
 692, -   51 -   35 -  245 
 693, -   54 -   34 -  187 
 694, -   50 -   32 -  271 
 695, -   31 -   78 -   44 
 696, -   72 -    1 -  229 
 697, -   34 -    7 - -250 
 698, -   64 -   55 -   72 
 699, -   97 -   38 - -106 
 700, -   86 -   50 -   91 
 701, -   23 -   86 - -177 
 702, -   44 -   31 -   74 
 703, -   75 -   41 -  121 
 704, -   27 -   72 - -113 
 705, -   35 -   36 -  156 
 706, -   68 -    3 - -286 
 707, -   11 -   80 -  475 
 708, -   29 -   54 -  245 
 709, -   18 -   28 - -415 
 710, -   11 -   38 - -149 
 711, -   19 -   28 - -403 
 712, -   67 -   74 -  148 
 713, -   15 -   57 -  165 
 714, -    5 -   18 - -312 
 715, -   36 -  100 - -388 
 716, -   14 -   72 - -167 
 717, -   31 -   18 - -383 
 718, -   71 -   53 -  243 
 719, -   49 -   67 -  464 
 720, -   69 -   28 - -244 
 721, -   83 -   39 - -472 
 722, -  100 -   95 -   68 
 723, -   75 -   42 -  345 
 724, -    2 -   15 - -414 
 725, -   41 -    8 -  135 
 726, -   10 -   77 -   51 
 727, -   85 -   73 -  -62 
 728, -   10 -   95 - -285 
 729, -   21 -   21 -  336 
 730, -   43 -   38 - -396 
 731, -   42 -   30 -  311 
 732, -   21 -   56 - -283 
 733, -   87 -   78 -  345 
 734, -   39 -   77 - -348 
 735, -   76 -   75 -   -1 
 736, -   69 -   56 - -442 
 737, -    6 -   56 -  272 
 738, -   70 -   26 - -203 
 739, -   25 -   88 -   90 
 740, -    9 -   34 -   -6 
 741, -   35 -   69 - -335 
 742, -   73 -   21 -  348 
 743, -   16 -    8 - -391 
 744, -  100 -    5 -  437 
 745, -    4 -    8 -  411 
 746, -   85 -   79 -  495 
 747, -   69 -   48 -   50 
 748, -    9 -    8 -  487 
 749, -   87 -   66 -   63 
 750, -   77 -   18 - -134 
 751, -   75 -   31 - -385 
 752, -   25 -   70 -  264 
 753, -   93 -   25 -  112 
 754, -    3 -   80 -  395 
 755, -   93 -   57 -  -98 
 756, -   34 -   96 -  452 
 757, -    9 -   89 -  498 
 758, -   70 -   68 -  296 
 759, -   67 -    1 -  -39 
 760, -   94 -   77 -  478 
 761, -   35 -   38 -  207 
 762, -   84 -   50 -  161 
 763, -   52 -   40 - -209 
 764, -    5 -   77 -  114 
 765, -   91 -   30 - -459 
 766, -   65 -   67 -  294 
 767, -   58 -   76 - -246 
 768, -   42 -   15 -  -34 
 769, -   65 -   26 - -484 
 770, -   48 -   28 -   25 
 771, -   78 -   53 -  -47 
 772, -   60 -   35 -  200 
 773, -   93 -   99 -  336 
 774, -   55 -   45 -  116 
 775, -   29 -   65 - -307 
 776, -   66 -   78 -  387 
 777, -   73 -   23 - -381 
 778, -   72 -    0 -  -19 
 779, -   57 -   68 -  227 
 780, -   87 -   25 -  147 
 781, -   93 -    3 - -326 
 782, -   50 -    7 - -310 
 783, -   74 -   53 -   -1 
 784, -   44 -   42 -  153 
 785, -   38 -    8 - -472 
 786, -    2 -  100 -  226 
 787, -   22 -   67 -   42 
 788, -   64 -   13 -  117 
 789, -   41 -   31 - -339 
 790, -   25 -   35 -  200 
 791, -    1 -   56 - -317 
 792, -   47 -   38 -  441 
 793, -   83 -   96 - -456 
 794, -   35 -   52 -  347 
 795, -    5 -   72 - -382 
 796, -   78 -   83 - -472 
 797, -    0 -   54 -  161 
 798, -   48 -   49 -  121 
 799, -   38 -   18 -  341 
 800, -   78 -    9 -  325 
 801, -   89 -   87 -   45 
 802, -   50 -   28 - -134 
 803, -    5 -    9 - -383 
 804, -   65 -   27 -  160 
 805, -   28 -   97 -  -26 
 806, -   33 -   62 - -262 
 807, -   84 -   75 - -323 
 808, -   48 -   34 -  251 
 809, -   37 -   43 - -441 
 810, -   40 -   65 - -476 
 811, -   81 -   98 - -387 
 812, -   60 -   28 - -369 
 813, -   22 -   10 - -158 
 814, -   65 -   24 -  -13 
 815, -   63 -   22 - -104 
 816, -    3 -   29 - -227 
 817, -   90 -   22 -  105 
 818, -   83 -   13 -  404 
 819, -   59 -   40 -  391 
 820, -   62 -   84 -  -48 
 821, -   99 -   75 - -217 
 822, -   50 -   88 - -473 
 823, -   46 -   83 - -489 
 824, -    2 -   98 - -210 
 825, -   84 -   76 -  440 
 826, -   37 -   15 -  255 
 827, -   72 -   93 -  229 
 828, -   79 -   55 -  162 
 829, -   80 -   99 - -227 
 830, -   31 -   74 - -328 
 831, -    6 -   10 -  412 
 832, -   19 -   13 -  325 
 833, -   30 -   57 -   68 
 834, -   83 -   96 -  256 
 835, -   41 -   96 - -395 
 836, -   48 -   98 -  287 
 837, -   37 -   14 - -351 
 838, -   55 -   50 - -150 
 839, -   64 -   65 -  192 
 840, -   68 -   55 -  164 
 841, -   79 -   96 -  415 
 842, -   86 -   58 -  -50 
 843, -   60 -   42 -  -24 
 844, -   37 -   26 -  -94 
 845, -    3 -   63 - -390 
 846, -   39 -   61 -  -53 
 847, -   62 -   36 - -347 
 848, -   75 -   26 -  391 
 849, -   92 -   12 -  110 
 850, -   43 -   51 - -229 
 851, -   57 -   26 - -371 
 852, -   26 -   44 -  105 
 853, -   27 -   84 - -482 
 854, -   22 -   71 -  383 
 855, -   69 -   95 - -400 
 856, -   20 -   51 - -118 
 857, -   28 -   96 -  449 
 858, -   27 -   30 - -406 
 859, -    7 -   81 -   76 
 860, -   18 -   45 -  280 
 861, -   20 -   77 -  391 
 862, -    6 -   97 -  160 
 863, -   12 -   53 -  132 
 864, -   60 -   75 -  -74 
 865, -   37 -   34 -  492 
 866, -   52 -   13 - -302 
 867, -    6 -    6 -  439 
 868, -   86 -   49 -  141 
 869, -   58 -    5 - -328 
